gene,logfoldchanges,pvals,pvals_adj
BLVRA,1.1401441,0.0016103523745570594,0.032111567451579594
RBX1,0.5345301,0.001620543136127831,0.032291429630154134
DPM2,0.93836075,0.0016359406097598843,0.03257470767939213
COMMD1,0.7073236,0.0016556373366476394,0.032943121551276044
ASAP2,1.0644381,0.0016619025431614865,0.033043942563307484
PRRC2B,0.77235526,0.0016650433197735236,0.03305573398306766
CLIP1,0.8645882,0.00166609145828066,0.03305573398306766
FAM127A,0.6324477,0.00166609145828066,0.03305573398306766
PDCD6IP,0.51993793,0.0016692395171328696,0.033091422399532465
RER1,0.5453441,0.0016702900855808684,0.033091422399532465
TDRP,1.6861558,0.0016776611141750709,0.033213595266848604
NDUFA9,0.6302261,0.0016893046400728484,0.03342011719076687
HDAC1,0.56328946,0.001691429614290965,0.033438169106033144
LINC01420,0.60105234,0.0017074454633932556,0.03370646455938382
FAM32A,0.4973039,0.0017149671572590857,0.03383073266301221
NDUFA5,0.47215,0.0017214385652713502,0.03393411919446269
SLK,0.7234982,0.001726848552152915,0.03401644955090935
SH3BGRL,0.5457288,0.0017366259464563195,0.03417874618654972
CASP10,1.2717559,0.0017377154601210287,0.03417874618654972
POLR2K,0.48222607,0.0017388056022818645,0.03417874618654972
HNRNPUL2,1.5915719,0.001740987773394334,0.034197265537513497
UBALD2,0.89917517,0.001746454222665186,0.03428022388089715
PDIA4,0.5838171,0.0017508387400113881,0.03434184265436278
CREB3L2,1.9495865,0.0017574344949608531,0.03444382526259753
HAX1,0.5559222,0.001758536005864723,0.03444382526259753
KIAA0355,0.40010226,0.0017607409321210863,0.03446253614338915
MXD4,0.6603879,0.001770694588759249,0.034632776857306785
MLF2,0.6982614,0.0017829304093339713,0.03479805720354724
VCL,0.60654044,0.0017829304093339713,0.03479805720354724
APPL1,0.7566972,0.001785163436603149,0.034816999472872444
CLDND1,0.6722455,0.0017896372053235279,0.0348549539889917
ILF3,0.64861876,0.0017918779520879257,0.034873966240424006
HNRNPA0,0.5406213,0.0017963671837257983,0.03493668137714391
NDUFS4,0.4632715,0.0018008667506042436,0.03499950898390686
CDK2AP2,0.9842824,0.0018031204164282114,0.03501863017201212
PSMC3,0.53091407,0.0018065057756591464,0.035059687741821215
IFT43,1.149284,0.0018132940250197435,0.035163939886325025
COA4,0.7449634,0.0018144276763449312,0.035163939886325025
FRY,0.56306714,0.0018201057092378128,0.03524921014702276
TSSC4,0.76739,0.001822381490925534,0.035268517022276756
EID1,0.6638936,0.0018349450989468888,0.035486757320306664
C9orf78,0.60390747,0.00184413220282308,0.035639437904313176
MBTPS1,1.1386169,0.0018487415858318703,0.03570349821713678
IGHG3,2.6689134,0.0018603113917829168,0.035876690603209284
HK1,0.9261543,0.0018603113917829168,0.035876690603209284
SPPL3,0.9545508,0.0018626333202282441,0.035896367369150604
NARF,1.1056894,0.001864957910799215,0.0359160679218022
TAF12,0.8853684,0.0018942410286022563,0.03640106046086431
MRPS12,0.7678638,0.001895421090064586,0.03640106046086431
PMEPA1,1.0030389,0.001895421090064586,0.03640106046086431
ASF1A,0.51804423,0.001895421090064586,0.03640106046086431
TCF12,1.8019948,0.0019323395996283172,0.03708424598368109
TRIOBP,0.6311738,0.001960156163325233,0.03756580032813292
MIEN1,0.51836014,0.001974814637983456,0.037820443115491494
UNC5B,1.5546811,0.0019994692045850705,0.038266038670400467
RASGRP3,0.7246455,0.002011902134023367,0.03847727950908211
IMP4,1.054812,0.0020143972176199848,0.03849268801752126
BAZ1B,0.6413735,0.002016895140522091,0.03849268801752126
PEPD,0.5784887,0.002016895140522091,0.03849268801752126
LOXL2,1.2805024,0.0020244059739921855,0.03860931393551625
GLRX3,0.7541022,0.0020369810862846424,0.03879272086460868
COMMD2,0.7015615,0.002038242531467763,0.03879272086460868
GNAI1,1.2359647,0.002052165812239975,0.03903077846203726
PHLDA1,0.5453256,0.0020559781856360005,0.03904942589770635
HDAC7,0.45307758,0.0020559781856360005,0.03904942589770635
SCP2,0.53724307,0.0020597970555559287,0.03909503317145313
BOD1,0.99395895,0.002071292743554095,0.03928618382512712
SMIM12,0.68067175,0.0020738553201439564,0.03930775396490036
AP3D1,1.2046509,0.0020802744902800197,0.03940234195943845
BNIP2,0.5665517,0.0020841347353551362,0.03941863874210369
SELK,0.48433948,0.002085422943097008,0.03941863874210369
PCGF2,0.7894297,0.002085422943097008,0.03941863874210369
SNRNP27,0.79604304,0.0020957549272629696,0.03958680094798505
PQBP1,0.78049797,0.002111340956171489,0.039853908890689474
PGK1,0.51533306,0.0021152540374874845,0.03990046227484942
FOXO1,0.8422223,0.002121790621989575,0.03999112018314661
ARF6,0.60098994,0.0021244104383316333,0.03999112018314661
PMPCB,0.99887407,0.0021244104383316333,0.03999112018314661
SWI5,1.2207786,0.0021270332206229756,0.04001318018986386
VAT1,0.528093,0.002149447045161888,0.04035224684239248
KLF3,0.643551,0.002153424832397746,0.04039942178766329
CREM,0.6965893,0.0021587390473673937,0.04047158766029774
RNF130,0.7536556,0.002174753913677973,0.0407441327659043
BAG1,0.48416445,0.0021828021219849085,0.04086715337413428
XBP1,0.62066007,0.002211186328832215,0.041314428574888096
POLR2C,0.8129086,0.002222088047008345,0.04149000958726888
MRPL20,0.49162823,0.0022261888741507787,0.04153845519034518
MRPS11,0.618713,0.002248177318198849,0.04191520485591638
NSMCE4A,0.71315235,0.002250939821292775,0.04191520485591638
PRDM1,1.0404216,0.002250939821292775,0.04191520485591638
MPLKIP,0.6848294,0.0022564741601779873,0.04198990849486406
UQCRQ,0.6419196,0.002259246002222646,0.04201313975003111
OFD1,0.5775792,0.002264799047169535,0.042088024341537356
TM9SF3,0.6054499,0.002284333323054985,0.042422454130108
TBCD,1.4307772,0.002288539268041635,0.042471962270560035
CHCHD10,0.998481,0.0022941582295003893,0.04254760971967837
CDC42EP5,1.7844064,0.0023096755959433274,0.04280660859201955
RSRC2,0.39694798,0.0023267132244391233,0.043093416590720045
SF3B2,0.4667565,0.002349609112786618,0.04345910134971787
ERCC1,1.1040399,0.002349609112786618,0.04345910134971787
UBTF,0.92677504,0.0023553652290808193,0.04353636882546302
MCM3,1.1272033,0.002358248126549902,0.04356046003616423
FLT4,1.1138175,0.002366916214958154,0.04369130881935473
CTSF,1.6508092,0.00237271113621351,0.043768981748826874
LSM10,0.91645396,0.002377065848279989,0.04382000131274434
RNF125,1.0909455,0.0023814278763261156,0.0438710874905288
FN1,1.0459268,0.0023901739242012466,0.044002814740735634
BUD31,0.44273782,0.002407754294771381,0.04429191859463493
ARL5A,0.3493799,0.0024092246552822813,0.04429191859463493
CLTA,0.62972546,0.0024106958376440293,0.04429191859463493
COA5,1.015095,0.0024136406695580695,0.044316499590594166
SSB,0.42474678,0.0024224949323395826,0.04444947787362675
TMEM183A,0.93639046,0.0024597086028718914,0.045102289793883664
SMARCB1,0.60801953,0.002467213820139618,0.04520489447035405
MMP15,0.8635143,0.0024702217697738613,0.04520489447035405
NENF,0.50217754,0.0024702217697738613,0.04520489447035405
SUPT5H,0.9666967,0.00247926576275866,0.04534031247039677
RPS6KA3,0.94443923,0.0024868255550523338,0.04544842621420362
CDV3,0.6980306,0.0025126868732621363,0.045890648073392847
TCEAL1,0.93605775,0.002520339828961004,0.04599995486637099
TSR2,0.7210787,0.00252494183046369,0.04605346944479342
GPR108,1.0565797,0.002531089788893679,0.0461350920013945
KIAA1191,1.5046068,0.002540337402486881,0.04627306795626368
WDR45,1.1295333,0.002543426800839063,0.046298761923128505
TLK1,1.504219,0.0025527156249374127,0.0464371975623509
IFT57,1.4841422,0.0025870406993495137,0.04699961028106778
ATP6V1A,1.4982666,0.0025870406993495137,0.04699961028106778
RHBDD2,1.482397,0.002596475050587162,0.04713995322257587
EIF3J,0.53214556,0.0026091031193356054,0.04730693348128687
EAPP,0.6166106,0.002621787315081554,0.047505683689434364
MRPL40,1.0540153,0.0026281505298665587,0.04758971458480627
KCTD20,0.832875,0.0026313374286402627,0.04761377329680007
CHD4,0.41527206,0.002632932202393941,0.04761377329680007
AHSA1,0.875537,0.002636124400810596,0.047637912591306446
SNHG8,0.48373175,0.0026377218263443666,0.047637912591306446
ARL3,0.72218597,0.0026473249755620035,0.047780057706838304
EIF3I,0.443218,0.0026585690337153694,0.0479516133497727
CSRP2,0.8337638,0.002668241520820083,0.048094617425605383
ZNF593,1.3679847,0.002676326483254101,0.04820883850763004
PSMD11,0.6497724,0.0026828105661179614,0.048294092553786645
PSENEN,0.5919972,0.002686057988209978,0.048321009262136186
EIF1AX,0.49409312,0.0026909358570955757,0.04837720278160482
BOD1L1,0.8893519,0.0026958218194753757,0.048401936287429635
TMEM109,0.455794,0.0026958218194753757,0.048401936287429635
NUTF2,0.6691971,0.0027056180724739,0.048546216787693705
UBL5,0.63719195,0.0027220174690288294,0.04880871115791746
DHRS3,0.98062074,0.0027385076361229584,0.049040625707142176
FXR1,0.6644178,0.0027385076361229584,0.049040625707142176
SMAP1,0.75279343,0.002751765424362862,0.04924384130940936
COX7A2,0.65496826,0.002753426764055016,0.04924384130940936
REEP3,0.42150393,0.0027667505024210177,0.04945006179894156
TCAF1,0.9852186,0.002771762068529074,0.049503182817133444
PLPP3,0.5319934,0.002773434432254172,0.049503182817133444
SMARCA4,0.962584,0.0027751077175751796,0.049503182817133444
MAZ,0.84140956,0.00278684655742301,0.04968044884331724
ACADVL,0.4648015,0.0027952591902930322,0.04979822864980701
GATA2,-1.0630267,0.002605940848890844,0.047280682059678746
SERPINB1,-1.1545926,0.0022098270660571525,0.041314428574888096
NOSTRIN,-0.5349303,0.0021935755369229637,0.04104099467928188
C8orf4,-0.49259165,0.00214415380807926,0.04028029544905302
IER2,-0.34767625,0.00214415380807926,0.04028029544905302
CD82,-1.5283462,0.0020369810862846424,0.03879272086460868
BMPR2,-0.7447925,0.0019455976364227783,0.03731272017890638
IFNGR1,-0.72482604,0.0017873990343811926,0.03483596506725409
STOM,-0.29415897,0.0017818148588110364,0.03479805720354724
TMEM2,-0.9930599,0.001702091414529726,0.03362484027929856
FTH1,-0.0809797,0.0013582661642714219,0.02799270009802163
CAV1,-0.25842482,0.0010320631723734664,0.02230582928504346
RGS5,-1.3163432,0.0010293707439958404,0.022265087355229245
ITM2A,-0.5206281,0.0008366406381858231,0.018801450040828692
FTL,-0.09500674,0.0008267092407785922,0.018641854000157002
MAOA,-0.95864064,0.0008012905368989606,0.01817268949555883
ADGRF5,-0.39609635,0.0006567162566761729,0.01551639016421747
DAAM1,-1.680635,0.0006192039706745726,0.014823270054916116
SMAD6,-1.8267393,0.0005610830894606226,0.013669213287230609
LRRC32,-1.4508104,0.0005218547076995063,0.012907362447477115
ZBTB16,-1.9370887,0.00047624846538985136,0.011980894995956231
FOXF1,-1.2231888,0.00044970109171293596,0.011409251800606575
ARHGAP29,-0.18828776,0.0004352873472432159,0.011156363016006376
RALA,-0.49717742,0.00037102524477341083,0.009867053230820755
EGFL7,-0.23063456,0.00037050525695829305,0.00986273549845155
BTG1,-0.21024314,0.0003562192464444562,0.009593568728950404
SRSF7,-0.5545089,0.0002685908550874525,0.00763628721814615
PSMB9,-0.32118803,0.00013951490062785206,0.0043871629755016005
STXBP6,-1.006913,0.00012481838073962227,0.003974874485031528
CFLAR,-0.6029755,0.00010370161048637115,0.003416825584221199
ZFP36,-0.61939627,6.96381175753427e-05,0.0024371573686456866
FOSB,-0.83843666,6.126036644519017e-05,0.0021771113219400187
THBD,-1.1796025,5.818427036617678e-05,0.0020758160519513884
PTPRB,-0.50783646,4.26885515845048e-05,0.0016060912354672215
ENG,-0.42115006,2.490956556764168e-05,0.0010222559512268188
FENDRR,-1.2464517,2.269198182187835e-05,0.0009424690883791584
N4BP2L2,-0.6587225,1.7111643068096297e-05,0.0007305029296160367
LY6E,-0.5862338,1.2639918776038901e-05,0.0005595243659800976
RTN4,-0.42735174,1.0124678671002568e-05,0.000458486680441558
SULT1A1,-2.6188502,5.747363167079815e-06,0.0002785602485443359
IFIT3,-1.5672463,4.2488666702349726e-06,0.00021861053177563445
H3F3B,-0.20137784,3.871630402075268e-06,0.00020260308012985147
EMP2,-0.51162,3.3161609480893212e-06,0.0001765503602826396
HLA-DRB5,-0.7792122,3.1038545022839495e-06,0.00016715692744204142
ALDH2,-0.9415711,2.583959498137038e-06,0.00014396047482752167
HLA-DMA,-0.93628836,2.1836355438970346e-06,0.00012677958111493142
ACVRL1,-0.70152724,1.9100979796937222e-06,0.00011207804698722017
PRPSAP1,-1.3150449,1.4107624464800437e-06,8.607523617041293e-05
CD59,-0.5016444,1.4029648988255046e-06,8.578928155168462e-05
FAM107A,-1.3784703,1.002948330416518e-06,6.370371453433988e-05
EIF1,-0.28854278,5.045780463706951e-07,3.470137995713474e-05
MT1E,-2.1949236,4.414404639943344e-07,3.121550029752757e-05
HLA-F,-0.7724382,2.768677433209355e-07,2.047039845926209e-05
LIFR,-1.1149042,1.8549871700922167e-07,1.4170868747036884e-05
KLF4,-1.2847924,1.6363784289666662e-07,1.2712125158885275e-05
HYAL2,-0.8659373,1.501704181728819e-07,1.1866475049775751e-05
LAPTM4A,-0.42039108,1.111941325660658e-07,9.01915231737342e-06
WARS,-0.93552923,8.429690401074557e-08,6.981201257682707e-06
MYL12B,-0.3863029,1.7319498035778434e-08,1.5711747264167687e-06
GIMAP7,-0.68859965,1.4843669130849422e-08,1.3736869372166624e-06
BTNL9,-1.6442317,1.0475833241435193e-08,1.0066290213668982e-06
CAV2,-0.62682015,5.181240001667099e-09,5.317705930293239e-07
EDN1,-2.007584,3.7548539104095305e-09,3.9224000432300764e-07
CALCRL,-0.9861471,2.5853989300257255e-09,2.807091798907459e-07
DUSP1,-0.7576072,1.5164842097104008e-11,2.0910800767696717e-09
DDX5,-0.45104328,5.839902105587655e-12,8.65875377784389e-10
S100A6,-0.67823064,5.72768267441158e-12,8.538272042968787e-10
HLA-DPB1,-0.9197733,3.930295901446227e-12,5.92293444645268e-10
VIPR1,-2.6056015,2.54502526765436e-12,3.8777186094680635e-10
JUN,-1.0102396,1.0289942340057723e-12,1.5942473587309656e-10
UBB,-0.41975057,2.0952559598111028e-13,3.398998168215917e-11
TIMP3,-0.9552164,9.902553698525827e-14,1.6651989384021052e-11
CD14,-3.4703457,9.684034943221506e-14,1.638443654381366e-11
GBP4,-1.416155,3.872565713338289e-14,6.674851077652708e-12
CA4,-1.9978962,3.046603820179842e-14,5.3515439587846935e-12
HLA-A,-0.41494903,2.9636209299792376e-15,5.597995753901878e-13
ANXA1,-1.3413198,1.668593885485582e-16,3.334527693762419e-14
UBC,-0.75442123,1.2388492154700803e-16,2.512131151781903e-14
IFITM3,-0.55125993,3.293545254121118e-17,6.7996926706441485e-15
MT2A,-1.75752,3.2369825292043644e-17,6.7628412265452995e-15
SDPR,-1.4125317,4.0217830232858846e-18,8.733286001273868e-16
RAMP2,-0.6622991,3.008485221903078e-18,6.584762337273261e-16
MALAT1,-0.7983139,2.057145447328295e-20,4.848885226189719e-18
TFPI,-1.90319,4.963143094161899e-21,1.2112704446973172e-18
BST2,-0.9122165,1.4466272243497833e-21,3.6600995956989287e-19
HLA-DRB1,-1.1737012,3.22266792982496e-23,8.628615162010945e-21
TXNIP,-1.5729117,1.6400752145463876e-26,4.811701517740456e-24
HLA-DRA,-1.3725034,3.2589439494849447e-31,1.2311665238204904e-28
HLA-DPA1,-1.5051289,1.9180890903498744e-32,7.778979549068946e-30
CD74,-1.2874243,1.0302651547939642e-32,4.240694393866857e-30
RAMP3,-2.119474,1.1401693198372408e-36,5.5164192109599e-34
SLC6A4,-4.9450016,8.564184879833228e-38,4.5419825118469377e-35
RNASE1,-1.1931596,6.542894957211178e-38,3.5380383750974485e-35
IFI27,-0.92529786,5.683959555140351e-38,3.135044732233212e-35
ITM2B,-1.0290632,4.048947510288941e-38,2.3262890508072587e-35
HLA-C,-0.8809576,3.6552316143884764e-45,3.4759992228139794e-42
TNFSF10,-1.8935724,3.0066696674771117e-47,3.3167174435873517e-44
HLA-B,-0.8750002,1.8332324404191799e-47,2.1065368434116726e-44
FCN3,-3.3112857,8.650822181056861e-48,1.03727119177907e-44
EPAS1,-1.643291,5.3593880752601004e-48,6.718236560887412e-45
IL7R,-3.792174,2.0636685061749084e-51,3.556990628955726e-48
TMEM100,-3.6329877,5.312574224859966e-52,1.220918099776568e-48
HLA-E,-1.3085495,1.8316729212554282e-59,8.418979303730367e-56
B2M,-0.9211571,1.087833081505803e-70,3.0000260721767037e-66
